vacuum,power
47.93,438
59.21,441.22
40.64,474.07
60.37,438.59
44.9,456.42
57.19,442.51
57.19,439.91
40.43,490.96
40.81,483.38
60.07,439.43
38.68,485.95
40.6,478.69
63.91,440.39
43.34,463.77
47.83,455.94
38.44,485.78
39.9,485.86
64.15,453.3
59.04,445.83
35.77,480.38
60.08,451.97
67.25,439.06
39.04,479.15
36.24,478.69
69.82,438.47
56.57,442.9
60.1,450.46
38.62,465.29
42.49,469.1
69.4,434.47
39.64,473.54
73.91,430.17
58.71,448.17
63.73,437.24
58.66,454.54
59.43,442.84
77.95,434.76
71.14,456.35
46.48,452
64.44,448.51
44.78,462.44
41.38,479.23
41.03,490.47
42.99,468.93
58.05,445.68
37.64,464.14
71.29,430.42
60.95,447.86
41.54,484.08
73.42,432.2
50.9,455.5
44.2,460.2
41.66,468.55
63.78,445.66
41.46,479.94
62.26,455.88
40.55,462.55
36.25,479.66
42.04,463.08
58.96,451.82
68.63,448.2
42.99,465.09
38.91,489.96
70.8,432.79
35.71,468.54
51.43,437.35
60.37,437.6
59.27,444.19
38.91,467.83
70.94,442.4
77.95,433.28
39.39,465.28
67.69,437.4
68.08,443.93
65.46,450.54
79.74,430.83
45,473.12
39.16,482.38
39.3,464.17
41.38,492.12
65.61,442.48
41.4,466.64
64.33,440.12
43.14,463.3
40.64,483.73
70.72,445.28
73.9,433.09
65.61,447.16
44.71,465.49
40.83,471.19
38.5,482.96
40.96,479
56.9,436.17
64.05,440.66
43.43,447.83
41.79,455.42
70.4,438.29
43.71,462.66
44.05,448.43
44.58,475.24
43.65,484.94
48.92,461.34
58.66,449.8
43.34,462.33
66.25,434.73
68.24,428.52
68.31,447.85
43.67,462.44
39.82,483.18
34.03,476.06
43.14,474.1
61.27,456.64
40.73,464.61
64.45,444.28
40.03,470.75
41.16,460.57
43.7,479.24
41.67,462.74
61.27,450.07
49.16,445.36
38.28,472.11
77.17,431.03
40.27,493.87
41.76,464.84
44.78,470.66
60.08,451.49
54.3,467.81
58.66,449.79
40.55,474.7
59.87,447.88
49.83,452.84
39.66,480.05
68.14,437.67
73.56,437.07
41.93,480.71
49.02,446.46
63.94,448.03
40.62,466.47
45.01,470.79
42.34,466.17
58.95,442.3
41.78,468.58
66.48,434.4
41.16,468.14
40.72,481.52
25.36,470.88
40.81,489.18
50.32,443.45
59.87,441
50.16,444.99
70.79,429.62
39.4,483.04
60.95,448.43
72.29,432.13
54.3,462.63
74.87,434.46
40.03,471.63
44.06,454.28
35.57,489.36
68.27,427.4
56.85,438.59
39.58,467.62
70.04,429.85
56.65,456.89
48.06,458.13
65.12,447.84
59.07,441.93
48.06,443.67
71.85,429.72
41.26,480.68
41.58,461.56
59.21,444.35
67.32,435.2
58.86,450.33
41.54,478.74
69.98,433.47
50.88,460.56
50.9,460.86
63.76,437.24
38.47,466.41
60.08,456.62
73.18,429.31
44.34,464.13
58.95,442.27
39.18,467.97
69.48,435.38
44.78,459.66
70.94,439.91
65.61,443.9
47.83,453.9
65.12,445.01
69.13,434.08
68.31,448.58
67.32,446.7
56.85,442.63
58.86,444.77
43.43,453.2
51.19,444.82
74.87,443.44
38.44,489
63.31,438.39
59.43,440.64
58.98,441.33
73.03,438.93
71.29,442.35
71.85,427.56
52.75,465.14
41.44,471.61
52.72,468.36
40.67,492.26
39,462.28
68.24,429.5
40.35,470.03
42.85,479.09
71.98,426.52
40.27,477.38
39.85,477.22
63.13,448.02
42.74,457.77
59.27,443.94
43.69,464.63
70.94,436.29
42.03,470.41
42.18,467.69
39.66,480.05
44.2,454.37
71.25,430.88
62.96,453.03
62.66,440.27
69.45,434.47
70.47,435.88
68.27,432.73
69.59,435.72
63.9,442.43
40.71,469.75
42.49,481.58
64.69,435.84
39.64,492.06
58.82,446.54
66.54,431.81
60.23,436.32
48.98,447.1
39.37,487.33
40.27,494.24
74.87,444.69
60.37,440.74
39.61,476.92
42.44,478.37
38.18,484.45
68.14,427.25
69.05,429.31
41.4,477.01
60.32,448.37
52.08,451.23
48.04,463.46
69.05,430.56
70.02,438.84
44.9,456.11
62.96,450.57
41.17,476
44.84,464.51
57.19,435.69
40.8,477.49
69.59,445.61
73.42,432.2
66.56,433.25
71.22,433.76
52.75,469.9
40.22,478.58
41.2,467.42
62.04,444.42
74.34,435.5
62.39,435.84
60.32,445.36
61.02,436.76
58.59,457.3
36.08,483.26
44.34,468.8
44.05,445.71
73.18,436.22
40.23,484
41.92,483.38
54.5,451.78
41.35,467.96
51.95,447.7
69.04,444.73
70.32,436.16
79.05,430.69
43.14,467.06
69.84,431.69
40.83,469.75
40.22,477.23
66.75,432.66
73.68,429.48
63.78,448.82
34.03,487.17
41.2,466.49
74.99,437.65
74.16,434.88
75.6,431.18
58.79,447.31
75.6,436.89
44.03,464.35
41.23,466.36
42.77,463.61
66.49,441.92
44.06,458.5
45.51,472.17
60.07,451.89
67.83,433.13
60.84,445.8
39.72,457.16
41.93,472.95
75.6,434.65
39.3,475.51
71.58,434.26
35.57,488.5
41.35,465.01
40.62,475.42
40.07,493.9
68.51,427.62
60.07,452.84
40.66,465.39
67.83,432.46
39.42,488.69
41.58,463.36
60.29,455.51
43.65,482.96
66.44,444.02
65.74,441.51
43.34,463.7
44.85,478.05
49.83,466.08
48.92,445.56
44.2,479.16
38.56,487.45
71.29,442.65
79.74,430.12
49.21,454.2
70.32,435.56
50.66,455.42
58.86,446.2
36.25,479.94
41.54,460.07
50.78,443.09
40.22,478.21
69.75,438.19
66.51,458.41
63.91,446.02
46.33,452.11
73.68,428.8
39.13,474.16
71.37,430.82
38.44,492.46
74.67,434.7
43.14,462.78
53.82,462.6
70.98,439.34
42.03,469.18
67.71,446.42
41.38,492.12
41.01,466.75
41.04,465.89
55.97,442.65
65.48,444.38
63.87,445.11
51.43,438.43
73.21,435.34
38.44,488.05
73.5,429.18
42.28,468.86
43.22,472.88
59.15,449.48
62.34,435.94
40.62,466.83
40.35,472.43
60.77,448.58
38.25,473.55
63.07,441
40.55,475.14
49.64,434.12
59.04,443.06
41.79,474.03
57.85,448.21
38.73,470.28
68.51,441.17
65.12,452.89
53.16,460.67
50.66,457.28
54.42,453.86
40.83,471.82
49.69,469.4
43.22,468.01
46.63,453.62
44.84,466.88
75.33,436.38
73.11,440.15
51.19,448.98
52.08,450.72
66.75,432.39
47.45,449.57
41.38,476.87
39.16,484.86
45.87,456.33
40.35,486.79
64.69,436.72
44.6,463.99
71.06,430.98
65.61,443.73
44.34,474.11
43.69,465.93
64.15,451.44
45,471.42
52.05,457.89
65.18,442.43
40.78,463.51
50.16,448.28
71.98,431.77
44.63,463.5
50.9,455.09
38.68,483.72
39.61,480.58
57.85,444.66
40.77,487.58
56.53,454.54
66.54,437.58
45.08,467.21
47.93,437.13
42.77,461.68
41.39,476.31
73.91,431.26
50.66,456.61
62.39,439.29
62.52,452.45
41.16,469.17
74.87,444.88
40.73,459.19
68.08,434.95
65.34,447.41
64.96,431.33
40.02,481.36
43.5,466.58
39.39,470.98
40.27,477.61
38.56,480.47
73.17,428.69
45.09,470.32
67.22,444.78
41.01,476.15
38.47,468.9
43.14,478.73
70.04,433.71
44.06,451.13
68.61,446.33
36.71,473.2
41.03,486.81
40,475.49
63.73,447.21
66.86,454.85
72.99,439.12
68.24,432.53
41.17,479.7
48.06,439.54
49.16,444.99
61.08,443.91
56.53,459.45
69.94,432.68
66.54,439.06
38.28,471.19
42.99,468.61
52.72,455.25
73.42,432.44
62.91,447.76
66.86,454.89
40.12,461.21
41.26,476.09
58.82,444.76
59.87,441.61
62.52,452.3
76.09,432.45
40.35,476.44
72.43,431.5
42.86,475.03
73.91,436.12
77.17,431.26
56.53,457.01
46.21,449.99
42.07,486.41
40.35,472.69
47.93,443.55
66.56,436.51
73.4,440.67
51.19,446.01
67.9,426.13
39.72,479.03
42.77,460.51
37.49,481.58
47.24,462.41
42.28,484.21
44.92,476.99
49.25,458.42
41.79,453.39
64.27,445.4
59.8,450.62
45.08,464.7
68.61,447.83
62.1,451.8
44.47,470.66
71.94,433.99
42.44,480.98
57.76,453.96
70.32,438.46
44.68,479.53
39.3,480.74
35.47,489.78
64.05,448.76
69.59,433.3
72.58,427.31
36.71,473.3
42.28,465.52
52.08,450.67
60.27,446.86
40.96,474.76
49.83,453.8
44.92,459.26
68.94,431.48
74.78,434.43
64.96,430.58
44.68,463.82
71.64,438.73
73.18,437.88
54.3,464.24
62.96,453.58
60.37,436.41
69.05,437.93
39.61,471.92
37.87,463.09
57.69,438.29
40.71,467.66
41.16,459.84
71.29,442.21
59.43,444.5
45.64,462.58
68.63,450.26
69.88,436.37
61.25,436.61
75.23,434.07
50.32,442.52
69.51,435.09
59.44,444.08
69.23,436.18
44.6,470.39
41.23,466.2
68.08,432.91
40.73,458.55
43.21,436.53
36.66,481.86
58.49,449.9
36.25,481.74
48.14,448.96
66.49,439.04
48.98,459.79
39.61,478.35
68.67,437.52
51.43,448.03
41.31,485.08
44.9,472.01
74.87,442.37
43.14,460.19
38.25,472.5
41.17,473.84
35.57,491.32
25.88,462.7
61.87,446.62
65.06,445.74
58.62,449.02
56.89,454.88
69.23,433.18
43.72,464.7
73.91,435.08
41.78,465.62
65.94,445.61
59.92,438.85
50.16,449.52
67.07,435.94
65.59,440.53
36.25,488.2
70.02,441.98
59.44,441.16
60.93,440.52
39.37,488
78.05,434.14
71.29,432.17
41.26,473.76
52.05,456.81
41.93,478.76
64.05,442.24
41.14,474.04
60.37,438.5
39.16,468.87
76.2,435.04
42.49,477.78
43.79,462.11
44.89,441.94
62.39,448.13
50.05,437.98
72.25,434.22
40.2,466.29
62.39,452.15
39.39,469.92
41.82,475.75
59.87,450.93
50.9,457.08
39.64,463.49
40.12,457.05
69.51,434.38
41.2,472.42
39.85,480.61
55.5,455.13
48.14,457.44
38.28,467.43
42.85,488.85
60.95,455.53
65.18,438.97
66.25,434.5
63.13,439.13
42.23,461.56
45.08,465.31
74.67,434.81
61.86,439.55
50.88,456.78
40.24,467.2
72.24,434.15
73.67,433.44
47.01,452.64
63.76,440.52
70.8,437.47
66.05,442.6
39.72,479.12
65.18,440.07
73.5,432.13
70.36,434.06
37.14,475.77
44.85,462.54
58.41,446.68
40.66,463.53
71.77,429.25
62.91,442.18
49.83,462.46
43.65,485.24
70.32,439.29
70.94,433.57
65.59,444.9
40.27,485.54
74.33,428.87
73.68,432
65.06,450.4
61.86,440.57
58.46,446.18
51.43,452.94
52.75,469.58
42.23,461.16
38.08,478.31
58.05,449.76
43.7,472.22
42.03,466.71
35.79,483.2
65.74,440.26
68.27,435.17
59.43,436.67
65.59,441.49
39.64,487.19
44.9,457.72
58.16,456.97
76.86,431.64
68.12,436.42
71.73,436.36
41.62,465.05
39.33,494.9
39.66,481.77
66.51,438.32
60.1,452.57
45.09,467.47
44.34,474.94
63.56,446.67
68.12,439
41.17,479.4
36.25,480.68
50.9,460.68
66.49,450.05
46.33,451.45
59.54,439.37
63.91,446.64
77.54,430.55
74.67,435.17
45,482.63
55.5,454.99
69.68,447.2
70.02,444.85
74.16,434.64
55.5,457.5
58.49,456.29
73.46,438.41
66.05,421.57
42.48,457.01
45.87,445.84
79.74,431.69
41.01,477.37
65.06,446.64
72.25,434.64
63.86,447.84
69.75,435.56
56.85,439.86
78.87,430.49
69.89,429.29
39.33,490.03
40.89,467.53
58.41,451.74
58.2,450.4
58.79,445.75
76.09,432.53
75.6,434.65
70.47,440.21
35.79,484.25
65.46,456.94
41.62,463.16
62.1,452.51
69.45,434.55
71.64,433.29
66.75,433.26
41.39,481.88
76.09,430.32
65.12,449.42
44.05,443.48
40.46,474.79
61.9,443.39
58.33,447.31
41.54,479.03
69.48,436.02
50.12,446.64
71.73,435.67
68.31,444.71
40.66,459.46
35.19,488.98
66.51,439.48
50.32,443.63
41.17,488.82
69.98,436.13
44.84,466.12
71.32,433.44
71.32,434.91
73.17,438.11
59.21,444.15
37.85,468.31
41.48,453.6
63.47,442.62
40.92,460.42
74.33,430.26
70.98,441.99
73.68,427.63
62.66,444.85
77.95,432.72
45,465.46
45.01,459.31
54.2,448.11
52.05,458.64
57.19,438.65
45.51,465.35
43.8,478.25
74.78,436.82
63.86,441.65
43.77,448.25
73.18,437.7
71.73,436.36
71.06,433.75
38.18,484.31
67.45,445.1
41.85,468.4
73.5,438.56
70.32,438.7
70.72,437.95
39.35,472.43
52.75,465.79
35.47,488.03
39.82,468.78
42.24,468.86
58.46,450.66
69.45,439.67
64.45,449.1
61.08,447.09
59.07,448.61
58.12,455.25
60.27,441.22
70.32,433.72
50.66,455.23
37.8,481.51
39.16,471.05
71.32,434.01
67.17,442.75
43.13,470.37
72.58,428.06
61.5,445.77
40.64,479.88
60.75,437.33
43.5,459.42
60.77,444.46
43.41,466.99
49.5,462.65
43.13,471.47
69.45,434.57
62.04,450.13
61.5,436.92
41.82,477.78
40.23,484.17
48.06,447.96
40.35,489.03
42.42,471.28
60.32,446.46
60.37,436.14
64.34,440
45.01,457.01
45.51,474.45
58.96,461.15
35.47,489.04
44.77,463.11
40.55,470.8
42.07,462.77
63.77,444.26
72.43,435.36
70.32,426.8
79.74,431.72
74.93,434.09
42.99,464.62
59.74,450.46
40.83,471.26
42.86,473.13
65.06,448.26
70.32,435.42
41.16,474.57
68.12,440.28
57.76,452.56
52.36,451.42
53.16,457.73
40.77,480.59
40.92,466.46
73.18,435.85
41.16,472.71
41.79,455.54
74.16,435.17
65.18,437.17
58.46,449.48
40.6,472.53
74.67,427.69
43.5,469.34
74.33,428.96
44.63,461.36
63.94,445.29
74.34,435.76
70.04,429.13
73.17,433.72
35.47,489.68
66.44,429.99
58.33,437.53
71.29,431.96
74.22,439.92
69.89,425.55
43.5,459.18
43.69,463.02
65.34,447.25
40.78,481.28
73.03,439.81
43.56,460.59
39.42,474.42
68.63,449.41
71.77,426.14
68.63,446.16
53.16,455.76
66.86,439.97
40.56,483.39
70.98,434.43
49.16,446.05
43.67,477.23
39.16,460.47
41.35,464.6
64.96,431.21
60.08,451.01
71.77,429.39
78.05,434.12
58.33,444.09
41.14,479.74
40.75,472.68
44.88,461.13
56.53,456.4
40.24,474.07
48.78,462.96
74.33,428.54
41.26,482.83
56.53,454.22
41.93,473.28
63.13,440.15
38.5,484.81
48.06,446.83
59.21,446.33
41.58,465.86
57.85,446.87
58.41,449.49
73.68,433.32
39.59,464.17
34.69,478.65
68.24,428.44
43.67,471.96
59.21,450.24
39.61,479.78
69.68,439.72
65.48,454.51
60.32,443.44
35.4,468.94
48.14,448.58
67.45,430.8
64.63,449.66
40.89,464.33
46.93,449.07
64.96,432.66
59.54,441.3
58.46,445.05
46.48,458.16
71.58,437.75
42.85,481.24
40.69,475.37
52.84,436.46
42.18,458.67
40.46,470.99
56.9,452.46
53.82,458.96
58.33,448.06
42.44,464.91
70.32,431.03
71.14,454.16
58.95,442.71
66.25,441.53
39.13,467.28
69.45,438.5
70.17,434.62
43.65,483.42
59.22,442.13
41.93,484.03
41.74,471.79
74.99,440.91
59.44,444.36
59.44,445.72
58.9,439.06
40.62,480.71
39.61,475.02
71.14,433.78
39.35,476.64
46.63,464.37
69.48,435.2
41.17,475.85
41.93,479.85
51.43,448.98
40.71,473.56
40.62,481.56
44.92,460.99
59.07,440.6
68.84,439.9
63.07,442.28
40.23,475.07
41.44,474.22
39.61,469.42
70.94,432.43
69.14,435.46
45,480.62
48.41,437.58
64.27,444.21
52.84,438.25
39.96,473.78
58.18,449.25
60.07,439.74
43.56,463.33
60.95,445.44
41.16,468.87
63.91,447.77
51.43,460.41
41.35,464.93
71.14,458.8
37.2,467.65
44.63,451.64
56.89,456.72
68.28,450.33
41.03,493.16
71.97,441.84
62.26,447.4
41.67,464.93
70.17,433.02
52.84,440.28
64.79,439.75
73.06,430.37
42.49,486.14
49.39,451.97
51.43,444.88
40.1,474.94
68.3,429.66
69.75,434.98
35.79,484.15
50.12,447.43
51.43,444.09
37.5,472.02
72.86,441.37
39.22,471.47
43.43,454.58
59.8,453.29
49.83,468.43
74.34,433.73
59.15,452.03
41.06,474.03
44.06,456.13
41.74,474.23
43.43,450.09
65.34,450.53
44.63,468.91
59.07,440.9
52.05,452.82
62.1,450.83
40.75,477.19
79.74,432.85
72.99,435.68
66.44,429
74.67,434.83
74.22,438.45
45.09,455.4
41.16,465.33
44.2,462.87
71.25,438.33
37.85,468.63
41.17,475.85
43.7,463.64
41.16,462.35
65.74,440.52
43.02,466.69
44.21,466.67
67.07,434.14
66.54,428.89
44.45,460.94
42.34,464.71
51.86,447.57
58.59,455.05
41.04,468.88
65.48,454.34
44.58,475.5
42.18,475.74
58.12,447.86
41.67,455.5
41.66,485.2
39.31,464.16
40.03,481.07
68.84,437.06
40.2,464.79
40.46,477.27
64.79,442.15
68.24,430.34
40.73,461.58
40.78,457.92
59.57,440.67
69.13,430.11
39.72,471.56
43.7,464.5
64.15,457.37
41.39,479.53
55.5,455.79
52.9,457.98
69.84,436.19
66.86,453.62
72.43,432.49
40,454.64
37.49,480.66
59.39,444.57
39.64,477.04
41.1,464.18
49.83,463.71
42.28,481.91
47.93,438.97
35.19,489.44
68.08,430.36
41.31,484.51
64.96,429.13
43.41,464.26
73.03,438.56
47.83,454.11
72.58,428.05
44.21,462.51
74.87,442.83
39.81,484.98
39.37,486.26
67.25,439.43
58.86,445.46
41.22,483.31
59.43,442
39.66,479.53
41.17,475.61
60.93,437.4
70.04,432.93
41.93,479.65
75.08,436.26
44.6,467.68
70.72,439.3
48.14,463.68
40.81,474.01
48.92,455.07
44.71,464.99
56.03,454.67
40.69,474.46
51.19,446.93
71.98,435.72
38.68,483.55
37.87,465.41
60.32,448.84
63.9,450.26
60.27,443.93
49.5,463.4
44.2,474.02
70.04,436.46
44.63,456.98
68.28,449.59
46.93,448.27
52.3,439.51
39.53,460.49
65.27,440.99
61.02,442.86
66.48,435.13
42.24,465.35
54.42,453.77
48.98,457.55
40.71,471.38
41.48,458.19
41.17,477.62
72.99,438.51
45.87,464.59
39.3,467.54
39.3,483.17
73.68,435.95
58.12,453.33
39.72,459.06
67.71,446.77
74.67,433.55
45.01,450.77
74.87,434.3
74.33,435.12
25.88,466.29
49.3,438.91
57.76,449.95
59.14,442.45
71.98,426.98
75.6,445.84
71.8,437.2
48.7,451.38
59.44,445.24
59.54,445.22
77.24,430.96
39.81,482.99
59.39,442.11
43.34,464.22
49.5,455.31
51.19,441.77
59.87,446.28
59.92,435.92
64.96,428.63
71.14,430.41
37.5,471.05
41.39,485.66
67.17,433.53
44.89,459.67
45.01,453.45
38.58,459.87
59.15,451.97
40.66,463.49
46.48,462.58
40.77,475.55
77.24,433.82
40.6,486.33
57.35,433.27
50.23,457.51
60.77,449.31
36.25,480.35
40.67,475.96
42.03,477.85
44.9,460.93
35.71,468.9
40.67,484.5
41.66,475.61
37.73,477.91
67.17,431.73
50.23,456.02
36.24,483.82
39.58,465.95
47.93,440.21
39.85,481.53
59.39,439.8
42.85,485.02
53.82,458.25
52.84,449.59
46.93,441.41
69.84,436.7
69.45,440.26
38.62,463.17
40.07,495.21
46.33,453.35
62.6,449.73
41.44,481.74
56.9,448.24
43.02,466.2
41.58,464.57
37.2,466.81
60.29,444.94
56.57,443.92
63.09,450.18
41.46,479.61
41.35,463.37
43.8,466.59
48.41,446.68
42.74,466.1
42.03,472.22
59.87,446.73
69.84,426.58
40.6,472.04
40.92,459.76
39.3,471.48
59.14,437.85
40.67,483.27
41.76,459.72
73.77,432.21
39.54,458.58
45.01,474.32
50.88,456.16
70.32,442.5
58.79,443.35
68.3,431.79
44.63,471.78
63.09,448.74
56.9,445.61
38.5,486.5
67.79,444.72
41.16,475.7
72.39,432.45
40.62,479.97
44.89,447.81
38.91,470.63
69.68,439.77
40.79,457.83
73.88,436.6
70.4,432.29
42.99,470.93
49.16,441.18
43.99,465.81
72.24,432.35
56.65,454.29
60.27,443.44
62.26,436.89
67.17,440.75
69.71,440.99
67.69,434
69.68,439.58
68.14,438.4
64.96,430.3
40.62,471.26
68.63,454.36
39.54,458.75
41.96,466.02
45.08,465.69
73.17,435.66
63.09,445.86
61.45,443.91
71.58,434.01
64.44,444.35
73.5,430.45
63.31,441.54
71.98,429.85
68.08,427.91
42.02,477.82
41.92,464.57
68.51,433.11
61.87,441.15
59.39,442.92
42.86,467.5
59.21,440.36
40.67,494.61
39.96,470.87
40.8,472.95
42.07,467.25
57.76,452.57
65.12,440.06
43.77,448.42
40.66,467.99
50.23,454.35
57.19,443.62
43.69,487.83
40.66,461.81
43.7,466.38
43.99,462.32
40.78,459.04
72.24,437.81
74.87,435.61
42.42,467.59
72.39,432.19
58.46,449.63
41.17,474.4
43.69,471.62
64.15,453.47
37.2,463.89
56.89,445.93
45.01,451.62
67.07,446.44
48.79,464.14
46.93,454.45
40.89,462.59
43.69,466.22
60.37,437.67
44.03,470.04
37.2,470.42
41.66,485.58
77.95,431.23
63.9,451.44
39.85,475.61
58.86,451.87
60.75,435.57
40.77,479.24
40.1,479.58
73.67,431.1
40.92,466.77
58.79,448.89
62.26,444.38
69.98,431.64
67.69,437.78
61.87,450.73
66.25,440.74
41.1,451.66
68.08,437.01
65.06,442.18
42.02,471.43
59.43,437.51
41.38,475.63
57.5,448.22
41.03,481.73
69.84,429.91
37.64,460.48
38.52,459.01
40.81,474.87
49.82,451.08
40.27,474.57
66.05,450.23
63.47,443.93
75.23,435.64
45.01,468.64
52.05,458.62
41.35,465.64
40.2,465.25
41.1,451.95
40.71,477.94
58.9,439.11
62.26,451.62
59.15,451.33
40.35,476.41
68.12,437.51
66.75,437.93
72.86,432.76
61.47,443.66
39.31,461.39
61.9,446.08
71.43,438.78
68.14,425.18
41.48,454.25
40.69,479.35
53.82,463.18
41.79,455.63
69.88,434.03
74.93,443.06
51.43,438.7
39.72,474.64
67.17,440.65
73.42,435.46
52.9,458.59
44.89,455.2
46.93,455.63
39.99,462.5
63.76,442.85
73.56,432.43
60.08,452.56
41.76,463.82
69.71,434.33
39.04,483.86
53.53,432.43
74.78,438.19
43.13,466.63
38.44,486.84
41.2,467.81
41.66,485.35
61.87,445.72
44.63,469.57
43.8,466.95
46.93,451.41
58.2,444.36
69.13,433.95
40.03,469.75
39.18,470.38
41.46,481.3
41.04,461.61
66.56,428
51.19,443.22
57.19,445.95
42.07,460.66
69.71,434.42
65.94,453.39
41.16,465.72
65.12,448.5
41.92,470.95
39.42,487.19
43.52,464.74
65.18,436.26
43.22,464.62
37.49,481.88
39.54,483.03
42.32,476.6
70.79,428.75
43.02,466.01
44.2,476.12
45.87,479.61
63.91,447.28
74.67,433.56
66.44,431.54
39.66,481.64
74.22,433.97
52.84,439.36
48.78,458.27
40.2,464.5
60.77,444.59
69.88,434.02
38.08,482.06
68.14,427.06
44.85,476.68
40.96,475.32
69.88,441.35
61.86,439.74
70.4,430.05
57.76,452.5
50.59,469.13
45.87,452.71
56.53,454.86
40.72,483.92
65.27,444.91
58.82,442
39.39,467.85
66.86,450.84
40.64,478.13
44.9,466.3
50.23,453.56
44.89,442.13
57.25,455.15
36.3,479.6
45.08,468.35
62.08,447.04
68.67,439.92
52.3,441.99
40.89,471.42
68.14,427.05
68.28,444.54
67.9,445.18
66.49,453.08
60.96,446.77
47.83,463.67
73.67,439.27
52.9,456.08
67.9,434.14
50.59,459.68
81.56,434.38
61.27,451.43
66.56,435.75
68.63,447.66
74.33,435.82
68.12,433.59
45.08,467.02
41.14,474.51
58.79,444.79
74.87,437.43
49.02,441.54
48.6,440.9
70.79,432.25
49.15,467.16
47.93,439.16
42.32,462.41
69.71,443.06
75.23,440.7
65.61,447.05
41.23,463.06
74.33,429.35
69.13,429.41
41.74,487.85
42.18,461.71
62.52,447.96
40.62,481.66
53.82,465.42
44.63,458.96
71.73,434.84
58.62,447.13
38.73,469.81
76.86,438.41
66.56,432.3
43.71,463.44
38.73,468.21
58.49,449.4
58.86,448.32
64.96,431.36
61.47,438.73
70.36,438.42
42.44,480.04
49.39,455.34
71.97,431.22
49.15,455.32
40.35,474.72
58.95,443.93
39.9,484.05
58.95,454.29
71.73,430.89
80.25,446.15
63.94,441.46
40.22,479.65
48.92,464.17
36.3,479.43
60.77,444.57
40.12,454.71
40.64,477.99
58.79,446.33
41.17,488.57
65.12,446.44
40.78,471.79
42.99,468.35
39.37,488.13
71.97,443.09
72.99,436.29
58.49,448.09
43.13,477.57
40.64,466.93
68.27,428.6
61.41,449.7
43.13,484.07
71.73,434.08
68.31,446.91
43.13,467.87
70.47,438.23
66.05,440.15
58.41,445.39
35.47,488.67
44.92,464.01
39.64,477.22
41.92,463.9
43.72,453.86
65.74,437.54
69.94,438.48
64.69,448.76
41.16,454.15
41.2,474.96
58.59,445.92
38.18,480.14
70.94,432.07
38.73,472.33
59.44,446.15
64.63,451.86
58.59,456.91
68.61,440.58
73.4,436.85
70.02,443.53
38.5,488.43
40.72,480.96
56.65,453.96
43.56,461.71
39.54,461.73
77.95,433.61
38.28,465.7
47.43,442.96
42.44,472.28
63.31,449.68
57.32,442.87
38.91,468.83
38.91,476.57
68.28,435.9
43.77,442.15
52.08,452.19
58.79,447.71
74.67,435.41
65.18,436.79
43.69,483.62
69.34,438.5
66.56,429.94
38.38,477.76
73.9,440.79
46.97,455.76
54.3,464.39
40.55,473.79
68.61,443.75
73.17,433.78
48.79,464.12
41.1,450.13
66.54,428.37
69.94,441.57
72.58,428.69
40.1,469.57
43.8,467
40.35,484.9
41.5,475.94
39.64,470.84
40.35,481.51
50.88,458.28
35.47,486.7
72.43,426.2
69.68,442.79
68.3,426.86
68.08,436.43
40.2,466.47
80.18,432.35
69.48,447.63
76.2,438.75
44.63,473.86
69.94,443.59
63.09,449.81
65.61,442.82
70.72,445.54
43.8,468.19
68.14,427.53
44.68,479.62
40.96,485.73
40.71,484.97
39.39,468.84
38.44,491.35
39.3,462.84
43.77,440.31
40.69,471.52
45.08,467.74
41.78,477.67
63.91,447.64
63.73,439.69
62.1,449.13
69.71,442.23
40.55,464.13
35.79,485.17
68.12,435.85
45,476.6
69.23,437.15
75.33,433.39
41.78,467.92
65.74,438.47
68.28,449.7
42.74,466.15
66.75,435.03
71.64,438.96
43.43,456.24
41.5,476.24
60.77,447.62
48.14,451.14
59.21,440.08
50.12,448.07
41.01,467.81
56.9,435.16
44.84,465.14
45.87,482.69
46.63,451.31
59.21,445.82
36.08,481.35
51.43,450.53
59.07,440.18
41.4,480.82
39.52,468.02
63.47,441.68
58.16,453.99
49.3,437.44
36.18,469.44
40.07,488.7
52.72,462.64
67.69,428.77
40.55,474.67
45.01,450.37
40.71,475.23
70.47,441.14
61.27,456.59
61.02,437.31
71.98,432.06
44.9,456.18
38.91,472.49
36.08,483.26
59.92,439.84
66.75,433.46
70.32,437.16
65.12,441.62
73.03,439.78
71.85,425.16
49.02,448.18
43.79,482.8
58.84,445.76
65.48,440.96
50.9,459.91
37.92,472.51
65.94,446.84
66.56,434.18
59.14,452.85
45.08,466.47
57.5,448.72
38.56,485.95
45.01,452.75
52.84,442.6
56.57,442.94
49.82,452.09
41.26,474.76
42.07,484.57
44.89,447.07
39.99,465.5
58.18,444.51
58.79,450.55
44.88,467.68
69.84,430.54
59.27,441.99
71.85,438.71
70.32,437.83
42.28,483.74
43.99,461.91
48.92,462.59
61.27,448.77
39.48,486.07
57.69,437.8
40.66,466.42
59.14,448.79
43.14,459
36.71,478.88
47.03,458.59
38.56,485.31
68.08,431.25
56.53,455.99
43.41,465.6
65.46,443.81
40.03,480.59
42.24,472.63
39.16,463.78
66.49,449.22
42.44,481.46
68.67,440.12
51.61,457.28
40.24,469.35
38.68,487.4
49.83,466.33
42.07,467.91
44.03,474.26
66.54,429.48
50.59,453.95
40.35,477.23
39.33,491.37
63.91,444.26
76.2,435.97
58.12,448.32
66.54,451.19
51.3,450.46
